172.7267,-43.5878,1.7500,4.60,12,1299318340.383206,1299318440,0.00,0.77,0.54
172.7551,-43.5708,2.8500,4.64,10,1299319237.995074,1299319257,0.00,0.97,0.25
172.7074,-43.5791,3.9500,4.74,15,1299493608.821415,1299493710,0.26,0.95,0.31
172.6431,-43.5753,1.7500,4.37,9,1299548857.956222,1299548867,0.47,0.94,0.30
172.7320,-43.5568,3.5500,4.29,8,1299555643.015851,1299555677,0.00,0.91,0.37
172.6000,-43.7035,5.7500,4.80,9,1299574981.540246,1299574989,0.47,0.61,1.09
172.6543,-43.6133,1.7500,5.13,36,1299574983.908934,1299575051,0.24,0.70,0.75
172.6353,-43.5834,7.1500,4.61,7,1299574986.692143,1299575089,0.65,0.93,0.17
172.7178,-43.5880,1.7500,4.58,12,1299615904.265690,1299615915,0.00,0.83,0.54
172.6455,-43.6096,1.7500,4.83,17,1299629935.375271,1299629945,0.24,0.73,0.65
172.6748,-43.6278,1.7500,5.22,28,1299629935.452019,1299629959,0.00,0.65,0.86
172.6578,-43.5533,2.1500,4.36,8,1299629935.853170,1299629941,0.35,0.99,0.10
172.6880,-43.5445,1.7500,4.47,10,1299639281.739935,1299639357,0.00,0.91,0.23
172.5800,-43.5778,2.8500,4.56,11,1299659759.849008,1299659768,0.43,0.57,0.50
172.6521,-43.6213,1.7500,4.98,21,1299659760.351497,1299659783,0.38,0.82,0.59
172.6297,-43.5923,2.7500,4.48,8,1299674930.668067,1299675018,0.00,0.71,0.41
172.6603,-43.6003,1.7500,4.56,12,1299715532.316811,1299715544,0.00,0.96,0.40
172.6603,-43.6003,1.7500,4.56,12,1299715532.316811,1299715595,0.00,0.96,0.40
172.5496,-43.6074,22.6500,5.24,12,1299740829.520661,1299740841,0.29,0.75,0.71
172.8250,-43.5978,7.1500,5.50,27,1299740830.637994,1299740856,0.27,0.77,0.80
172.6991,-43.6378,2.5500,5.16,22,1299740831.237283,1299740849,0.52,0.81,0.69
172.7551,-43.6208,2.0500,5.12,19,1299769239.655231,1299769263,0.23,0.85,0.75
172.7240,-43.5018,2.5500,4.36,10,1299777087.224007,1299777094,0.00,0.98,0.18
172.7200,-43.5038,2.4500,4.48,12,1299777087.321214,1299777101,0.00,0.98,0.17
172.7663,-43.6273,1.8500,5.30,33,1299850630.934871,1299850717,0.25,0.54,1.33
172.7663,-43.6273,1.8500,5.29,32,1299850630.659043,1299850668,0.00,0.57,1.26
172.7473,-43.6323,1.7500,4.86,15,1299909289.328910,1299909391,0.37,0.51,1.09
172.6053,-43.5973,3.2500,4.54,11,1299930383.247251,1299930396,0.43,0.78,0.54
172.7072,-43.6013,1.7500,4.70,17,1300087768.933216,1300087781,0.34,0.84,0.59
172.7145,-43.5912,1.9500,4.89,22,1300087769.351957,1300087794,0.30,0.74,0.65
172.6241,-43.6003,1.7500,4.13,7,1300435146.072591,1300435232,0.65,0.90,0.36
172.9586,-43.5227,11.9500,5.34,21,1300610858.643086,1300610872,0.22,0.53,1.32
172.8732,-43.4995,6.5500,5.47,38,1300610860.141417,1300610925,0.23,0.70,0.97
172.7363,-43.5763,1.9500,4.24,8,1301111483.732180,1301111533,0.35,0.97,0.21
172.7876,-43.5718,6.7500,4.73,15,1301486038.104371,1301486080,0.37,0.86,0.43
172.6309,-43.6167,1.7500,4.47,9,1301696464.676449,1301696477,0.58,0.84,0.74
172.6309,-43.6167,1.7500,4.49,9,1301696464.674816,1301696541,0.58,0.84,0.73
172.7666,-43.5944,2.0500,4.46,11,1301883823.329144,1301883835,0.52,0.92,0.38
172.7666,-43.5944,2.0500,4.47,11,1301883823.329144,1301883841,0.52,0.92,0.38
172.7666,-43.5944,2.0500,4.47,11,1301883823.329144,1301883900,0.52,0.92,0.38
172.6865,-43.5972,2.0500,4.67,23,1302105437.069757,1302105451,0.36,0.71,0.54
172.7667,-43.5898,1.8500,4.81,22,1302932963.656851,1302932981,0.30,0.89,0.56
172.8117,-43.6630,5.1500,5.73,45,1302932962.287831,1302933017,0.26,0.90,0.64
172.6923,-43.5173,1.9500,4.20,12,1303176692.588083,1303176702,0.00,0.97,0.14
172.5163,-43.6793,11.7500,4.64,8,1303287061.677682,1303287125,0.00,0.93,0.33
172.7938,-43.6220,1.7500,4.28,7,1303802209.875338,1303802220,0.53,0.90,0.47
172.7122,-43.5963,1.7500,4.59,15,1303812467.289233,1303812503,0.37,0.89,0.55
172.7599,-43.6741,4.7500,4.86,19,1304542454.674757,1304542481,0.00,0.74,0.79
172.7701,-43.6788,6.1500,5.02,21,1304542454.584891,1304542550,0.31,0.94,0.38
172.6619,-43.6081,1.7500,4.37,10,1304731397.540153,1304731478,0.32,0.77,0.61
172.4219,-43.5857,2.6500,5.24,27,1304953465.550005,1304953511,0.19,0.57,1.41
172.4929,-43.6327,2.9500,5.19,28,1304953466.074773,1304953496,0.00,0.83,0.85
172.8201,-43.3443,6.0500,4.73,7,1305029302.531721,1305029314,0.65,0.98,0.19
172.7176,-43.5964,1.7500,4.16,7,1306869905.187835,1306869918,0.65,1.00,0.27
172.3112,-43.6463,11.7500,5.17,14,1307308196.589042,1307308208,0.00,0.58,1.40
172.3812,-43.5765,2.2500,5.15,29,1307308196.966044,1307308217,0.19,0.75,1.42
172.3819,-43.5787,2.4500,5.33,34,1307308197.054577,1307308229,0.24,0.74,1.46
172.4009,-43.4227,24.3500,5.15,9,1307308200.960611,1307308305,0.47,0.93,0.44
172.4475,-43.5368,4.4500,4.37,10,1307336663.270822,1307336673,0.00,0.92,0.47
172.4655,-43.5538,2.7500,4.42,12,1307336663.103075,1307336760,0.00,0.96,0.34
172.7854,-43.6133,2.0500,4.98,20,1307926860.538108,1307926873,0.45,0.85,0.59
172.8025,-43.6156,12.7500,4.70,9,1307926858.407548,1307926868,0.47,0.53,0.71
172.7732,-43.6265,2.6500,5.33,23,1307926860.361405,1307926883,0.51,0.92,0.72
172.7004,-43.5891,1.7500,4.12,7,1307927313.997293,1307927325,0.65,1.00,0.39
172.9244,-43.5863,1.7500,5.03,10,1307931647.799266,1307931659,0.77,0.94,0.36
172.8103,-43.6163,2.1500,5.35,20,1307931649.356900,1307931673,0.00,0.58,1.35
172.8148,-43.5697,2.8500,4.87,10,1307976488.031261,1307976498,0.55,0.85,0.56
172.7654,-43.5883,1.9500,5.07,20,1307976489.065479,1307976590,0.32,0.84,0.87
172.6985,-43.5252,2.1500,4.17,8,1308010981.133600,1308011082,0.00,0.98,0.12
172.7866,-43.6214,1.7500,4.63,13,1308076046.993998,1308076072,0.39,0.68,0.87
172.7866,-43.6214,1.7500,4.63,13,1308076046.993998,1308076101,0.39,0.68,0.87
172.8254,-43.6509,1.8500,4.94,20,1308099823.380088,1308099853,0.32,0.81,0.81
172.8335,-43.6708,2.0500,4.91,19,1308099822.651225,1308099848,0.32,0.83,0.93
172.7596,-43.6014,0.2500,4.50,14,1308099824.908653,1308099838,0.27,0.96,0.31
172.7263,-43.6095,1.7500,4.33,9,1308132475.749736,1308132524,0.47,0.62,0.76
172.7679,-43.6293,1.7500,4.63,10,1308249447.166713,1308249457,0.32,0.63,0.84
172.7924,-43.6129,3.6500,5.04,18,1308249447.663108,1308249479,0.33,0.95,0.41
172.7243,-43.5273,0.0000,4.59,16,1308278353.571956,1308278375,0.43,0.53,1.51
172.6994,-43.4064,5.5500,4.67,13,1308278351.217196,1308278364,0.39,0.92,0.34
172.6909,-43.5677,4.6500,4.34,9,1308284518.911086,1308284525,0.47,0.74,0.38
172.6888,-43.5623,4.7500,4.45,13,1308284519.355539,1308284531,0.39,0.84,0.33
172.7399,-43.5897,1.7500,4.46,12,1308336653.131217,1308336668,0.00,0.77,0.66
172.5082,-43.6945,6.5500,5.64,27,1308652463.545946,1308652519,0.27,0.84,0.92
172.5112,-43.6845,5.8500,5.63,28,1308652463.377603,1308652494,0.27,0.91,0.70
172.4795,-43.5668,1.7500,4.37,9,1308652686.672938,1308652697,0.47,0.89,0.71
172.5885,-43.6168,1.7500,4.21,8,1308671536.359880,1308671548,0.00,0.99,0.32
172.5955,-43.6218,1.7500,4.18,7,1308671536.384101,1308671601,0.53,1.00,0.27
172.7286,-43.5174,2.2500,0.00,10,1309094443.406342,1309094469,0.00,0.93,0.47
172.6693,-43.6239,4.3500,4.27,8,1310530954.399925,1310531077,0.00,1.00,0.08
172.7073,-43.5613,0.0000,4.27,8,1310771503.127817,1310771602,0.00,0.95,0.34
172.2933,-43.6208,6.6500,5.08,18,1311269976.082009,1311270102,0.00,0.53,1.58
172.5606,-43.5504,19.6500,4.72,10,1313825470.996366,1313825595,0.32,0.73,0.71
172.8648,-43.6317,5.7500,5.18,17,1314890991.040587,1314891123,0.24,0.78,0.85
172.7736,-43.6367,5.3500,4.95,13,1315696749.637353,1315696867,0.00,1.00,0.13
172.7516,-43.6157,3.5500,4.45,11,1316397095.226107,1316397241,0.43,0.57,0.90
172.5593,-43.5618,3.0500,4.28,9,1316410862.435060,1316410990,0.47,0.90,0.37
172.5946,-43.4338,4.5500,4.48,9,1316493016.543008,1316493140,0.47,0.99,0.18
172.7673,-43.6364,2.8500,4.53,9,1318043870.800942,1318043998,0.47,0.75,0.96
172.6704,-43.5453,1.2500,4.89,20,1318145683.888535,1318145824,0.00,0.95,0.55
-122.1433,37.7410,23.2500,5.10,12,1319146862.289539,1319147006,0.50,0.75,1.09
-122.1417,37.6061,9.8500,5.44,14,1319166963.330524,1319167099,0.38,0.79,0.51
172.7746,-43.6053,1.4500,4.89,17,1324601920.407919,1324602054,0.5,0.80,1.44
172.6764,-43.5433,2.4500,4.29,13,1324602058.598259,1324602187,0.3,0.52,0.62
172.6654,-43.6173,2.0500,4.60,11,1324602389.721675,1324602510,0.3,0.87,0.74
172.7707,-43.5778,2.2500,4.30,10,1324603827.461624,1324603956,0.3,0.95,0.48
172.8566,-43.5943,3.9500,5.17,22,1324606683.154840,1324606803,0.61,0.84,1.28
172.7776,-43.5428,2.3500,4.23,8,1324608480.122896,1324608599,0.2,0.77,0.93
172.7876,-43.4898,2.2500,4.06,8,1324610077.770252,1324610200,0.2,0.66,0.96
172.6674,-43.5423,0.0000,4.20,10,1324612218.171971,1324612347,0.2,0.88,0.64
172.6946,-43.5044,0.0000,4.18,11,1324642892.891050,1324643023,0.2,0.94,0.39
172.7784,-43.5503,2.2500,4.34,10,1324661853.951494,1324661979,0.5,0.93,0.89
172.8275,-43.5281,5.4500,3.92,12,1325152131.645847,1325152147,0.2,0.98,0.27
172.7134,-43.5293,8.8500,4.44,13,1325292290.314032,1325292420,0.4,0.87,0.32
172.7615,-43.5391,6.2500,4.19,9,1325436309.641687,1325436320,0.5,0.81,0.77
174.7086,-41.4564,97.1500,4.23,12,1325483894.129539,1325484083,0.1,0.52,1.38
172.6898,-43.4648,0.9500,4.21,9,1325705337.663128,1325705460,0.2,0.99,0.43
172.7158,-43.5238,2.4500,4.03,7,1325833460.988205,1325833571,0.1,0.80,0.55
172.8466,-43.6207,14.3500,4.51,17,1325852496.683429,1325852651,0.3,0.98,0.24
172.7526,-43.5664,1.9500,4.22,10,1325898123.964451,1325898245,0.2,0.99,0.42
172.8666,-43.5467,11.7500,4.50,15,1326548871.954098,1326549011,0.3,0.99,0.18
172.2563,-43.6118,5.4500,4.00,10,1327650121.319516,1327650245,0.2,0.99,0.21
-122.3466,37.9113,6.5500,4.33,16,1330954400.640229,1330954528,0.4,0.97,0.34
172.7276,-43.6094,2.8500,4.12,8,1331985325.941137,1331985445,0.4,0.98,0.27
172.6765,-43.6151,5.0500,4.00,13,1336791452.057695,1336791579,0.2,0.77,0.40
172.6772,-43.4715,6.6500,4.01,8,1337045240.347696,1337045361,0.2,1.00,0.06
172.7713,-43.5939,2.4500,4.36,14,1337490419.120531,1337490546,0.4,0.82,0.79
172.7216,-43.5194,1.0500,4.32,14,1337913893.949836,1337914024,0.3,0.82,0.88
172.7162,-43.5155,8.0500,3.96,9,1338138033.474798,1338138159,0.1,0.93,0.26
