172.717010,-43.514633,3.050000,4.28,29,1285400792,1285400817,0.00,0.00,0.00
172.614105,-43.673370,0.000000,4.61,80,1285401712,1285401732,0.16,0.00,0.00
172.547180,-43.684383,0.000000,4.39,46,1285449779,1285449796,0.21,0.00,0.00
172.513275,-43.593967,9.950000,4.18,19,1285450256,1285450279,0.40,0.00,0.00
172.581177,-43.679386,4.650000,4.27,19,1285454771,1285454789,0.56,0.00,0.00
172.573257,-43.616970,0.000000,4.18,22,1285455956,1285455980,0.37,0.00,0.00
172.800293,-43.567303,6.650000,4.02,10,1285466547,1285466568,0.00,0.00,0.00
172.496292,-43.566303,1.750000,4.22,13,1285600465,1285600485,0.28,0.00,0.00
172.433304,-43.513298,0.000000,4.33,59,1285792757.,1285792945,0.23,0.00,0.00
172.470093,-43.651707,0.000000,4.03,15,1285905975,1285906016,0.37,0.00,0.00
172.318924,-43.586803,1.750000,4.25,16,1285917888,1285917949,0.00,0.00,0.00
172.609940,-43.565792,9.650000,4.00,8,1286184567.442194,1286184600,0.00,0.00,0.00
172.125305,-43.611298,9.550000,4.26,17,1286213362.709928,1286213443,0.34,0.00,0.00
172.525269,-43.563969,0.000000,4.08,10,1286273461.474595,1286273562,0.32,0.00,0.00
172.562546,-43.595840,0.000000,4.06,14,1286472593.212600,1286472602,0.00,0.00,0.00
172.5965,-43.6132,1.7500,3.99,8,1287158216.138166,1287158226,0.00,0.00,0.00
172.4646,-43.7188,4.9500,4.60,193,1287135100.755699,1287135358,0.12,0.00,0.00
172.3350,-43.4947,0.2500,4.08,18,1287197830.320604,1287197850,0.00,0.00,0.00
172.4559,-43.4768,0.0000,4.26,18,1287296451.000793,1287296468,0.33,0.00,0.00
172.3611,-43.5774,3.4500,4.50,121,1287347304.667301,1287347395,0.09,0.00,0.00
172.4542,-43.6204,0.0000,3.92,10,1287364287.438148,1287364304,0.00,0.00,0.00
172.4834,-43.6599,0.0000,5.02,194,1287441136.350533,1287441575,0.10,0.00,0.00
172.6230,-43.6487,0.0000,4.31,40,1287441680.164809,1287441786,0.00,0.00,0.00
172.3906,-43.6584,6.5500,4.24,27,1287447865.558522,1287447910,0.27,0.00,0.00
172.3665,-43.5432,4.2500,4.31,50,1287519477.687954,1287519521,0.00,0.00,0.00
172.1865,-43.5029,15.2500,3.99,7,1287823286.637296,1287823372,0.65,0.00,0.00
172.4645,-43.6223,0.0000,4.03,13,1287878564.351299,1287878578,0.39,0.00,0.00
172.8674,-43.5171,5.7500,4.74,126,1287886411.221255,1287886715,0.09,0.00,0.00
172.3252,-43.5934,0.0000,3.97,7,1288592395.308621,1288592410,0.53,0.00,0.00
172.3912,-43.5764,2.7500,4.77,12,1288782228.612009,1288782272,0.00,0.00,0.00
172.3894,-43.5599,2.6500,5.36,66,1289651647.920594,1289651681,0.00,0.00,0.00
172.3451,-43.5904,5.0500,5.63,99,1289715665.749161,1289715740,0.00,0.00,0.00
172.8078,-43.4198,0.3000,4.75,13,1291584679.371641,1291584692,0.39,0.00,0.00
172.8535,-43.5404,6.6500,5.25,26,1293282422.173729,1293282527,0.00,0.00,0.00
172.6531,-43.5628,6.3500,4.50,9,1293282515.132182,1293282527,0.47,0.00,0.00
172.6155,-43.4249,0.0000,4.39,7,1293283929.817566,1293283938,0.53,0.00,0.00
172.6077,-43.6668,0.0000,5.14,19,1293303820.888746,1293303844,0.23,0.00,0.00
172.7014,-43.5415,19.6500,5.53,31,1293312614.374637,1293312635,0.31,0.00,0.00
172.5515,-43.4369,0.0000,4.85,10,1293312739.238883,1293312756,0.00,0.00,0.00
172.7313,-43.5503,5.2500,4.66,10,1293317588.387205,1293317627,0.00,0.00,0.00
172.6911,-43.6298,0.0000,5.00,15,1293320072.814562,1293320174,0.00,0.00,0.00
172.6787,-43.6208,0.0000,5.05,20,1293322354.105056,1293322456,0.32,0.00,0.00
172.7277,-43.6570,6.6500,5.41,25,1293361847.283603,1293361865,0.20,0.00,0.00
172.3363,-43.4978,19.2500,5.06,11,1293843943.861694,1293843967,0.43,0.00,0.00
172.6693,-43.6313,0.6000,4.79,18,1294185650.740144,1294185663,0.41,0.00,0.00
172.6720,-43.5368,1.2500,4.53,15,1295410905.157911,1295410914,0.37,0.00,0.00
172.5229,-43.6438,3.8500,5.34,40,1295456601.491206,1295456650,0.22,0.00,0.00
172.6686,-43.5427,11.5500,5.10,30,1295475006.927241,1295475022,0.32,0.00,0.00
172.5153,-43.6010,0.0000,4.69,17,1295480204.674489,1295480219,0.34,0.00,0.00
172.5051,-43.6223,0.0000,4.78,18,1295529143.636634,1295529157,0.33,0.00,0.00
172.6726,-43.5697,5.0500,4.75,28,1295900032.469820,1295900047,0.00,0.00,0.00
172.3434,-43.6059,11.7500,4.90,10,1296795391.033329,1296795404,0.00,0.00,0.00
172.6101,-43.5821,3.5500,5.58,14,1298332303.677938,1298332328,0.53,0.00,0.00
172.6321,-43.5761,2.6500,4.95,7,1298333061.317966,1298333083,0.65,0.00,0.00
172.6137,-43.5934,2.0500,5.43,7,1298339432.503591,1298339452,0.65,0.00,0.00
172.6934,-43.6159,3.3500,4.41,7,1298354377.109376,1298354386,0.53,0.00,0.00
172.4254,-43.4094,15.9500,4.87,8,1298357012.994938,1298357049,0.00,0.00,0.00
172.7121,-43.3993,12.7500,4.73,7,1298362865.514133,1298362896,0.53,0.00,0.00
172.5554,-43.5554,2.7500,4.41,9,1298369127.358937,1298369136,0.47,0.00,0.00
172.8144,-43.6849,11.7500,5.15,12,1298372537.719452,1298372552,0.00,0.00,0.00
172.6615,-43.5812,1.7500,4.31,7,1298375362.614755,1298375372,0.65,0.00,0.00
172.6857,-43.5820,1.9500,4.59,11,1298383480.738857,1298383490,0.43,0.00,0.00
172.7074,-43.6429,3.8500,5.01,13,1298385014.567619,1298385032,0.28,0.00,0.00
172.4983,-43.5425,1.7500,4.45,8,1298389490.110552,1298389515,0.35,0.00,0.00
172.7254,-43.5909,1.8500,4.81,10,1298394021.080915,1298394032,0.00,0.00,0.00
172.7092,-43.7543,0.0000,5.02,10,1298403015.963681,1298403029,0.00,0.00,0.00
172.5685,-43.5816,1.9500,4.45,10,1298403788.458893,1298403849,0.00,0.00,0.00
172.7651,-43.5158,1.9500,4.72,10,1298422756.905635,1298422768,0.32,0.00,0.00
172.6741,-43.6017,1.7500,5.05,14,1298422757.897901,1298422774,0.00,0.00,0.00
172.6951,-43.5878,1.7500,4.71,13,1298422758.286155,1298422771,0.39,0.00,0.00
172.7050,-43.5688,1.8500,4.36,8,1298427732.263023,1298427741,0.00,0.00,0.00
172.6355,-43.6136,1.7500,4.72,13,1298429001.353678,1298429019,0.39,0.00,0.00
172.6381,-43.4648,3.2500,4.25,8,1298439585.836727,1298439598,0.00,0.00,0.00
172.8245,-43.5032,1.9500,4.99,15,1298459577.574698,1298459619,0.37,0.00,0.00
172.5510,-43.5578,16.9500,4.71,9,1298459577.540648,1298459587,0.47,0.00,0.00
172.7384,-43.5931,25.5500,5.45,18,1298493871.357977,1298493967,0.00,0.00,0.00
172.8114,-43.6131,11.7500,5.01,11,1298494005.770376,1298494046,0.30,0.00,0.00
172.7921,-43.7358,0.0000,4.89,7,1298503365.483260,1298503433,0.53,0.00,0.00
172.7548,-43.4798,14.2500,4.68,7,1298526693.000760,1298526791,0.65,0.00,0.00
172.7674,-43.6261,11.7500,5.44,24,1298608810.359294,1298608838,0.20,0.00,0.00
172.4755,-43.6216,2.1500,4.49,7,1298614490.188632,1298614498,0.53,0.00,0.00
172.5484,-43.5551,5.5500,4.31,8,1298652578.544030,1298652589,0.00,0.00,0.00
172.6358,-43.6410,1.8500,4.47,9,1298652578.251243,1298652590,0.47,0.00,0.00
172.6358,-43.6410,1.8500,4.48,8,1298652578.276992,1298652612,0.00,0.00,0.00
172.6664,-43.5971,2.0500,4.43,9,1298656349.554837,1298656360,0.47,0.00,0.00
172.6684,-43.6011,1.8500,4.56,11,1298656349.921459,1298656366,0.43,0.00,0.00
172.6925,-43.5782,1.7500,4.53,10,1298832932.028138,1298832940,0.32,0.00,0.00
172.7065,-43.5884,1.7500,5.00,16,1298832932.083215,1298832973,0.25,0.00,0.00
172.7027,-43.5723,1.8500,4.51,10,1298842544.918403,1298842552,0.00,0.00,0.00
172.7368,-43.5888,1.7500,4.88,25,1298842544.607632,1298842562,0.20,0.00,0.00
172.7118,-43.5937,1.7500,4.41,8,1298843038.162924,1298843047,0.00,0.00,0.00
172.6961,-43.5777,0.2500,4.47,9,1298843038.431581,1298843111,0.58,0.00,0.00
172.7092,-43.6134,1.7500,4.42,8,1298918439.552959,1298918451,0.00,0.00,0.00
172.8254,-43.6191,4.7500,5.37,24,1298923813.022827,1298923856,0.00,0.00,0.00
172.6702,-43.6547,1.8500,4.98,17,1298923816.403798,1298923919,0.00,0.00,0.00
172.6892,-43.6094,1.7500,4.41,7,1298953078.835815,1298953088,0.65,0.00,0.00
172.6790,-43.6028,1.9500,4.79,20,1298972530.477955,1298972545,0.32,0.00,0.00
172.6510,-43.6128,1.7500,4.97,27,1298972530.591563,1298972618,0.27,0.00,0.00
172.7860,-43.5988,5.0500,5.13,17,1299074106.411611,1299074123,0.34,0.00,0.00
172.6792,-43.6074,1.7500,4.51,10,1299118612.725066,1299118623,0.00,0.00,0.00
172.6882,-43.6104,1.7500,4.63,11,1299118612.698884,1299118713,0.43,0.00,0.00
172.7133,-43.7473,1.9500,4.92,8,1299131584.768128,1299131595,0.35,0.00,0.00
172.7545,-43.4644,17.5500,5.06,11,1299275344.804760,1299275420,0.52,0.67,0.79
172.7057,-43.5918,1.7500,4.82,16,1299296372.495843,1299296421,0.00,0.97,0.30
172.7763,-43.6373,14.0500,5.25,13,1299306842.512054,1299306851,0.48,0.88,0.41
172.7570,-43.6628,5.4500,5.82,47,1299306842.482505,1299306884,0.25,0.92,0.57
172.7283,-43.5523,1.7500,4.45,12,1299311686.716848,1299311695,0.00,0.88,0.27
172.7393,-43.5533,1.7500,4.62,15,1299311686.438690,1299311702,0.37,0.91,0.28
